年份,月份,进出口,商品编码,商品描述,企业名称,出口最终国或进口原产国,收发货地,报关口岸,贸易方式,运输方式,航次,数量,金额,商品分类
2006,6,出口,2.10E+07,酱油,进出口公司65,土库曼斯坦,西安其他,广州海关,一般贸易,水路运输,1,6023,3887,21
2012,7,出口,2.10E+07,酱油,进出口公司66,新加坡,深圳特区,拱北海关,一般贸易,水路运输,1,8724,3926,21
2010,8,出口,2.10E+07,酱油,进出口公司67,巴基斯坦,盐城,拱北海关,一般贸易,水路运输,1,10962,3928,21
2006,9,出口,2.10E+07,酱油,进出口公司68,俄罗斯,四川其他,拱北海关,一般贸易,公路运输,1,1020,395,21
2007,10,出口,2.10E+07,酱油,进出口公司69,土耳其,江阴,广州海关,一般贸易,水路运输,1,12103,3966,21
2006,11,出口,2.10E+07,酱油,进出口公司70,加拿大,闵行其他,黄埔海关,一般贸易,水路运输,1,10452,4170,21
2010,12,出口,2.01E+07,柑桔属水果罐头,进出口公司71,科威特,南通其他,宁波海关,进料加工贸易,水路运输,1,356832,258600,20
2010,1,出口,2.01E+07,柑桔属水果罐头,进出口公司72,阿联酋,深圳特区,宁波海关,一般贸易,水路运输,1,395244,258817,20
2011,2,出口,2.01E+07,柑桔属水果罐头,进出口公司73,哥伦比亚,天津其他,宁波海关,一般贸易,水路运输,1,36000,26000,20
2009,3,出口,2.01E+07,柑桔属水果罐头,进出口公司74,印度尼西亚,山东其他,长沙海关,一般贸易,水路运输,1,36000,26000,20
2012,4,出口,2.01E+07,柑桔属水果罐头,进出口公司75,美国,上海其他,深圳海关,一般贸易,水路运输,1,36000,26000,20
2011,5,出口,2.01E+07,柑桔属水果罐头,进出口公司76,尼日利亚,沧州,宁波海关,一般贸易,水路运输,1,412686,261745,20
2011,6,出口,2.01E+07,柑桔属水果罐头,进出口公司77,哈萨克斯坦,成都其他,宁波海关,一般贸易,水路运输,1,31449,26460,20
2011,7,出口,2.01E+07,柑桔属水果罐头,进出口公司78,比利时,安徽其他,宁波海关,一般贸易,水路运输,1,388964,269974,20
2011,8,出口,2.01E+07,柑桔属水果罐头,进出口公司79,法国,合肥经济技术开发区,青岛海关,进料加工贸易,水路运输,1,31800,27000,20
2012,9,出口,2.01E+07,柑桔属水果罐头,进出口公司80,阿塞拜疆,成都其他,上海海关,来料加工装配贸易,水路运输,2,250512,274910,20
2006,10,出口,2.01E+07,柑桔属水果罐头,进出口公司81,苏丹,牡丹江,武汉海关,一般贸易,水路运输,1,430560,276000,20
2012,11,出口,2.01E+07,柑桔属水果罐头,进出口公司82,俄罗斯,上海其他,宁波海关,一般贸易,水路运输,1,53424,27603,20
2009,12,出口,2.01E+07,柑桔属水果罐头,进出口公司83,美国,东营,宁波海关,一般贸易,水路运输,1,395389,276346,20
2006,1,出口,2.01E+07,柑桔属水果罐头,进出口公司84,俄罗斯,武汉东湖新技术开发区,青岛海关,进料加工贸易,水路运输,1,36061,27783,20
2010,2,出口,2.01E+07,柑桔属水果罐头,进出口公司85,加拿大,大连其他,宁波海关,一般贸易,水路运输,1,35340,27960,20
2006,3,出口,2.01E+07,柑桔属水果罐头,进出口公司86,新加坡,成都其他,宁波海关,进料加工贸易,水路运输,1,467280,286775,20
2008,4,出口,2.01E+07,柑桔属水果罐头,进出口公司87,哈萨克斯坦,西安其他,宁波海关,进料加工贸易,水路运输,1,326400,288000,20
2008,5,出口,2.01E+07,柑桔属水果罐头,进出口公司88,沙特阿拉伯,苏州其他,宁波海关,进料加工贸易,水路运输,1,467415,290225,20
2012,6,出口,2.01E+07,柑桔属水果罐头,进出口公司89,加拿大,江苏其他,宁波海关,一般贸易,水路运输,1,34680,29920,20
2006,7,出口,2.01E+07,柑桔属水果罐头,进出口公司90,美国,德州,厦门海关,一般贸易,水路运输,1,430560,304750,20
2011,8,出口,2.01E+07,柑桔属水果罐头,进出口公司91,阿根廷,上海其他,宁波海关,一般贸易,水路运输,1,54000,30600,20
2012,9,出口,2.01E+07,柑桔属水果罐头,进出口公司92,加拿大,苏州其他,武汉海关,一般贸易,水路运输,1,436924,309255,20
2010,10,出口,2.01E+07,柑桔属水果罐头,进出口公司93,中国台湾,宜春,宁波海关,一般贸易,水路运输,1,46700,31300,20
2008,11,出口,2.01E+07,柑桔属水果罐头,进出口公司94,美国,宁波其他,宁波海关,进料加工贸易,水路运输,1,54322,32050,20
2010,12,出口,2.01E+07,柑桔属水果罐头,进出口公司95,厄瓜多尔,上海青浦出口加工区,宁波海关,一般贸易,水路运输,1,50144,32386,20
2006,1,出口,2.01E+07,柑桔属水果罐头,进出口公司96,美国,沧州,宁波海关,一般贸易,水路运输,1,54000,33000,20
2011,2,出口,2.01E+07,柑桔属水果罐头,进出口公司97,马来西亚,深圳特区,宁波海关,一般贸易,水路运输,1,46818,33201,20
2009,3,出口,2.01E+07,柑桔属水果罐头,进出口公司3,伊朗,泸州,上海海关,一般贸易,水路运输,1,47214,33240,20
2010,4,出口,2.01E+07,柑桔属水果罐头,进出口公司4,德国,江苏其他,宁波海关,一般贸易,水路运输,1,539136,333501,20
2010,5,出口,2.01E+07,柑桔属水果罐头,进出口公司5,新加坡,济宁,宁波海关,一般贸易,水路运输,1,54000,34500,20
2009,6,出口,2.01E+07,用其他方法制作或保藏的其他品目未列名水果、坚果及植物的其他食用部分，不论是否加酒、加糖或其他甜物质：,进出口公司6,意大利,宁波其他,宁波海关,进料加工贸易,水路运输,2,17122,30622,20
2009,7,出口,2.01E+07,用其他方法制作或保藏的其他品目未列名水果、坚果及植物的其他食用部分，不论是否加酒、加糖或其他甜物质：,进出口公司7,伊朗,北京其他,青岛海关,一般贸易,水路运输,1,41834,33525,20
2008,8,出口,2.01E+07,用其他方法制作或保藏的其他品目未列名水果、坚果及植物的其他食用部分，不论是否加酒、加糖或其他甜物质：,进出口公司8,英国,西安其他,青岛海关,进料加工贸易,水路运输,1,49672,35166,20
2010,9,出口,2.01E+07,用其他方法制作或保藏的其他品目未列名水果、坚果及植物的其他食用部分，不论是否加酒、加糖或其他甜物质：,进出口公司9,阿联酋,松江,南京海关,一般贸易,水路运输,1,51420,36845,20
2010,10,出口,2.01E+07,用其他方法制作或保藏的其他品目未列名水果、坚果及植物的其他食用部分，不论是否加酒、加糖或其他甜物质：,进出口公司10,澳大利亚,盐城,青岛海关,进料加工贸易,水路运输,1,48761,39051,20
2006,11,出口,2.01E+07,用其他方法制作或保藏的其他品目未列名水果、坚果及植物的其他食用部分，不论是否加酒、加糖或其他甜物质：,进出口公司11,印度尼西亚,牡丹江,青岛海关,一般贸易,水路运输,2,3240,4025,20
2007,12,出口,2.01E+07,用其他方法制作或保藏的其他品目未列名水果、坚果及植物的其他食用部分，不论是否加酒、加糖或其他甜物质：,进出口公司12,俄罗斯,成都其他,青岛海关,进料加工贸易,水路运输,1,5730,4026,20
2007,1,出口,2.01E+07,用其他方法制作或保藏的其他品目未列名水果、坚果及植物的其他食用部分，不论是否加酒、加糖或其他甜物质：,进出口公司13,哥伦比亚,苏州其他,青岛海关,一般贸易,水路运输,1,70000,43687,20
2007,2,出口,2.01E+07,用其他方法制作或保藏的其他品目未列名水果、坚果及植物的其他食用部分，不论是否加酒、加糖或其他甜物质：,进出口公司14,伊朗,宝鸡其他,青岛海关,一般贸易,水路运输,1,6042,4608,20
2009,3,出口,2.01E+07,用其他方法制作或保藏的其他品目未列名水果、坚果及植物的其他食用部分，不论是否加酒、加糖或其他甜物质：,进出口公司15,印度,盐城,青岛海关,进料加工贸易,水路运输,1,58005,46200,20
2011,4,出口,2.01E+07,用其他方法制作或保藏的其他品目未列名水果、坚果及植物的其他食用部分，不论是否加酒、加糖或其他甜物质：,进出口公司16,乌克兰,南通其他,上海海关,一般贸易,水路运输,2,3456,5072,20
2008,5,出口,2.01E+07,用其他方法制作或保藏的其他品目未列名水果、坚果及植物的其他食用部分，不论是否加酒、加糖或其他甜物质：,进出口公司17,土耳其,天津其他,青岛海关,进料加工贸易,水路运输,1,6360,5500,20
2011,6,出口,2.01E+07,用其他方法制作或保藏的其他品目未列名水果、坚果及植物的其他食用部分，不论是否加酒、加糖或其他甜物质：,进出口公司18,哥伦比亚,济南其他,青岛海关,一般贸易,水路运输,1,7425,5555,20
2007,7,出口,2.01E+07,用其他方法制作或保藏的其他品目未列名水果、坚果及植物的其他食用部分，不论是否加酒、加糖或其他甜物质：,进出口公司19,美国,大连其他,青岛海关,一般贸易,水路运输,1,74348,56112,20
2007,8,出口,2.01E+07,用其他方法制作或保藏的其他品目未列名水果、坚果及植物的其他食用部分，不论是否加酒、加糖或其他甜物质：,进出口公司20,印度尼西亚,深圳特区,青岛海关,进料加工贸易,水路运输,1,90000,64250,20
2010,9,出口,2.01E+07,用其他方法制作或保藏的其他品目未列名水果、坚果及植物的其他食用部分，不论是否加酒、加糖或其他甜物质：,进出口公司21,埃及,河北其他,大连海关,一般贸易,水路运输,1,8364,6970,20
2007,10,出口,2.01E+07,用其他方法制作或保藏的其他品目未列名水果、坚果及植物的其他食用部分，不论是否加酒、加糖或其他甜物质：,进出口公司22,新加坡,苏州其他,南京海关,一般贸易,水路运输,1,9435,7582,20
2011,11,出口,2.01E+07,用其他方法制作或保藏的其他品目未列名水果、坚果及植物的其他食用部分，不论是否加酒、加糖或其他甜物质：,进出口公司23,英国,杭州其他,宁波海关,进料加工贸易,水路运输,2,4474,7666,20
2012,12,出口,2.01E+07,用其他方法制作或保藏的其他品目未列名水果、坚果及植物的其他食用部分，不论是否加酒、加糖或其他甜物质：,进出口公司24,德国,南通其他,武汉海关,一般贸易,水路运输,1,9120,8550,20
2010,1,出口,2.01E+07,用其他方法制作或保藏的其他品目未列名水果、坚果及植物的其他食用部分，不论是否加酒、加糖或其他甜物质：,进出口公司25,日本,江西其他,青岛海关,一般贸易,水路运输,1,10254,9156,20
2010,2,出口,2.01E+07,用其他方法制作或保藏的其他品目未列名水果、坚果及植物的其他食用部分，不论是否加酒、加糖或其他甜物质：,进出口公司26,俄罗斯,济南其他,青岛海关,一般贸易,水路运输,1,1020,965,20
2006,3,出口,2.01E+07,用其他方法制作或保藏的其他品目未列名水果、坚果及植物的其他食用部分，不论是否加酒、加糖或其他甜物质：,进出口公司27,孟加拉国,陕西其他,青岛海关,一般贸易,水路运输,1,10584,9660,20
2009,4,出口,2.01E+07,荔枝罐头,进出口公司28,印度尼西亚,济源,厦门海关,一般贸易,水路运输,1,16950,12130,20
2008,5,出口,2.01E+07,荔枝罐头,进出口公司29,美国,淄博,深圳海关,一般贸易,水路运输,1,17690,12740,20
2011,6,出口,2.01E+07,荔枝罐头,进出口公司30,俄罗斯,宝鸡其他,厦门海关,一般贸易,水路运输,1,16329,12817,20
2009,7,出口,2.01E+07,荔枝罐头,进出口公司31,伊拉克,天津经济技术开发区,厦门海关,一般贸易,水路运输,1,16272,12960,20
2012,8,出口,2.01E+07,荔枝罐头,进出口公司32,美国,兰州其他,南宁海关,一般贸易,水路运输,1,18370,13320,20
2011,9,出口,2.01E+07,荔枝罐头,进出口公司33,俄罗斯,盐城,厦门海关,一般贸易,水路运输,1,17628,13390,20
2008,10,出口,2.01E+07,荔枝罐头,进出口公司34,阿曼,常州其他,厦门海关,一般贸易,水路运输,1,17010,13600,20
2010,11,出口,2.01E+07,荔枝罐头,进出口公司35,哈萨克斯坦,衡水,厦门海关,一般贸易,水路运输,1,18144,13852,20
2012,12,出口,2.01E+07,荔枝罐头,进出口公司36,美国,东营,厦门海关,一般贸易,水路运输,1,21091,14711,20
2006,1,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司37,澳大利亚,宁波其他,青岛海关,一般贸易,水路运输,1,19800,13570,20
2007,2,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司38,阿曼,濮阳,青岛海关,进料加工贸易,水路运输,1,209000,135850,20
2007,3,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司39,委内瑞拉,郑州其他,青岛海关,一般贸易,水路运输,1,19800,13788,20
2011,4,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司40,埃及,牡丹江,天津海关,进料加工贸易,水路运输,1,187000,139890,20
2010,5,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司41,美国,上海其他,南京海关,进料加工贸易,水路运输,1,158400,140281,20
2011,6,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司42,哈萨克斯坦,济南其他,西安海关,一般贸易,水路运输,2,129600,141516,20
2010,7,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司43,波兰,沧州,青岛海关,进料加工贸易,水路运输,1,158400,141632,20
2012,8,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司44,印度,江苏其他,青岛海关,一般贸易,水路运输,2,129600,141696,20
2007,9,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司45,印度,南阳,青岛海关,一般贸易,水路运输,1,20900,14212,20
2009,10,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司46,美国,西安其他,青岛海关,一般贸易,铁路运输,1,209000,147345,20
2012,11,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司47,加蓬,宁波其他,青岛海关,一般贸易,水路运输,1,217800,148104,20
2006,12,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司48,美国,北京其他,青岛海关,一般贸易,水路运输,1,19800,14894,20
2010,1,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司49,印度,即墨,青岛海关,一般贸易,水路运输,1,171600,149032,20
2006,2,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司50,乌兹别克斯坦,保定其他,天津海关,进料加工贸易,水路运输,1,198000,149512,20
2010,3,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司51,阿联酋,牡丹江,青岛海关,一般贸易,航空运输,2,15,15,20
2012,4,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司52,哈萨克斯坦,南通其他,西安海关,进料加工贸易,水路运输,1,19800,15072,20
2008,5,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司53,哈萨克斯坦,连云港其他,上海海关,进料加工贸易,水路运输,1,172000,151360,20
2007,6,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司54,阿尔及利亚,东营,青岛海关,进料加工贸易,水路运输,1,237600,154440,20
2012,7,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司55,美国,河南其他,青岛海关,一般贸易,水路运输,1,209000,154660,20
2010,8,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司56,马来西亚,南京其他,青岛海关,一般贸易,水路运输,1,20900,15468,20
2010,9,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司57,新加坡,大连经济技术开发区,青岛海关,进料加工贸易,水路运输,1,197725,159977,20
2012,10,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司58,美国,成都其他,青岛海关,一般贸易,水路运输,1,237600,161248,20
2011,11,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司59,英国,渭南,青岛海关,进料加工贸易,水路运输,1,194400,163297,20
2007,12,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司60,罗马尼亚,朝阳区,青岛海关,一般贸易,水路运输,1,264000,166320,20
2012,1,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司61,美国,深圳特区,大连海关,一般贸易,水路运输,1,192500,167090,20
2009,2,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司62,德国,天津其他,天津海关,一般贸易,水路运输,1,198000,169785,20
2011,3,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司63,印度尼西亚,陕西其他,青岛海关,进料加工贸易,水路运输,1,262350,170528,20
2007,4,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司64,美国,即墨,天津海关,进料加工贸易,水路运输,1,246400,171886,20
2007,5,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司65,加蓬,上海其他,大连海关,进料加工贸易,水路运输,2,158400,175885,20
2010,6,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司66,菲律宾,廊坊,青岛海关,进料加工贸易,水路运输,1,220000,178200,20
2008,7,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司67,美国,上海其他,青岛海关,进料加工贸易,水路运输,1,19800,17859,20
2006,8,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司68,印度尼西亚,即墨,青岛海关,一般贸易,水路运输,1,264000,179520,20
2007,9,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司69,美国,山东其他,青岛海关,进料加工贸易,水路运输,1,217800,180603,20
2007,10,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司70,泰国,上海其他,青岛海关,一般贸易,水路运输,1,220000,183050,20
2008,11,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司71,乌兹别克斯坦,南通其他,青岛海关,一般贸易,水路运输,1,264000,184800,20
2010,12,出口,2.10E+07,酱油,进出口公司72,美国,东莞,黄埔海关,一般贸易,水路运输,1,9000,4216,21
2006,1,出口,2.10E+07,酱油,进出口公司73,泰国,上海青浦出口加工区,深圳海关,一般贸易,公路运输,1,15550,4256,21
2007,2,出口,2.10E+07,酱油,进出口公司74,阿联酋,台州,黄埔海关,一般贸易,水路运输,1,6541,4383,21
2009,3,出口,2.10E+07,酱油,进出口公司75,美国,天津港保税区,拱北海关,一般贸易,水路运输,1,10544,4419,21
2011,4,出口,2.10E+07,酱油,进出口公司76,美国,南通其他,拱北海关,一般贸易,公路运输,1,7657,4532,21
2006,5,出口,2.10E+07,酱油,进出口公司77,新加坡,上海青浦出口加工区,汕头海关,一般贸易,公路运输,1,9080,4540,21
2012,6,出口,2.10E+07,酱油,进出口公司78,新加坡,厦门特区,江门海关,一般贸易,水路运输,2,3824,4572,21
2006,7,出口,2.10E+07,酱油,进出口公司79,中国香港,成都其他,拱北海关,一般贸易,水路运输,1,11324,4607,21
2011,8,出口,2.10E+07,酱油,进出口公司80,美国,沙市,江门海关,一般贸易,水路运输,1,8640,4615,21
2010,9,出口,2.10E+07,酱油,进出口公司81,俄罗斯,青岛其他,江门海关,一般贸易,水路运输,1,12954,4739,21
2011,10,出口,2.10E+07,酱油,进出口公司82,阿联酋,天津其他,深圳海关,一般贸易,公路运输,1,17850,4824,21
2009,11,出口,2.10E+07,酱油,进出口公司83,印度尼西亚,东营,拱北海关,一般贸易,水路运输,1,15829,4826,21
2011,12,出口,2.10E+07,酱油,进出口公司84,越南,上海青浦出口加工区,黄埔海关,一般贸易,水路运输,1,12056,4860,21
2011,1,出口,2.10E+07,酱油,进出口公司85,印度尼西亚,江苏其他,福州海关,一般贸易,水路运输,1,12000,4880,21
2008,2,出口,2.10E+07,酱油,进出口公司86,阿塞拜疆,东营,江门海关,一般贸易,水路运输,1,11184,4942,21
2009,3,出口,2.10E+07,酱油,进出口公司87,美国,济南其他,拱北海关,一般贸易,水路运输,1,10584,4952,21
2011,4,出口,2.10E+07,酱油,进出口公司88,哈萨克斯坦,郑州其他,拱北海关,一般贸易,水路运输,1,9527,5002,21
2011,5,出口,2.10E+07,酱油,进出口公司89,巴西,烟台其他,拱北海关,一般贸易,水路运输,1,15574,5022,21
2010,6,出口,2.10E+07,酱油,进出口公司90,俄罗斯,沧州,深圳海关,一般贸易,水路运输,1,18000,5100,21
2009,7,出口,2.10E+07,酱油,进出口公司91,印度尼西亚,东营,黄埔海关,一般贸易,水路运输,1,14335,5204,21
2009,8,出口,2.10E+07,酱油,进出口公司92,阿联酋,北京其他,广州海关,保税仓库进出境货物,航空运输,5,120,523,21
2006,9,出口,2.10E+07,酱油,进出口公司93,英国,成都高新综合保税区,大连海关,一般贸易,水路运输,1,131600,52475,21
2009,10,出口,2.10E+07,酱油,进出口公司94,美国,青岛其他,厦门海关,一般贸易,水路运输,1,10584,5292,21
2009,11,出口,2.10E+07,酱油,进出口公司95,法国,成都其他,深圳海关,一般贸易,水路运输,1,8682,5340,21
2007,12,出口,2.10E+07,酱油,进出口公司96,挪威,上海青浦出口加工区,上海海关,一般贸易,水路运输,2,3340,5494,21
2011,1,出口,2.10E+07,酱油,进出口公司97,阿联酋,盐城,江门海关,一般贸易,水路运输,1,13890,5532,21
2009,2,出口,2.10E+07,酱油,进出口公司98,美国,郑州其他,深圳海关,一般贸易,水路运输,1,22224,5568,21
2012,3,出口,2.10E+07,酱油,进出口公司99,美国,株州其他,黄埔海关,一般贸易,水路运输,1,8064,5721,21
2012,4,出口,2.10E+07,酱油,进出口公司100,阿曼,荆州,黄埔海关,一般贸易,水路运输,1,11020,5770,21
2011,5,出口,2.10E+07,酱油,进出口公司101,英国,常州其他,广州海关,一般贸易,水路运输,1,19432,5853,21
2012,6,出口,2.10E+07,酱油,进出口公司102,新加坡,苏州高新技术产业开发区,江门海关,一般贸易,水路运输,1,1800,587,21
2011,7,出口,2.10E+07,酱油,进出口公司103,印度,荆州,广州海关,一般贸易,水路运输,1,19035,5980,21
2009,8,出口,2.01E+07,柑桔属水果罐头,进出口公司104,法国,厦门特区,宁波海关,一般贸易,水路运输,1,48857,34580,20
2009,9,出口,2.01E+07,柑桔属水果罐头,进出口公司105,印度,南通其他,宁波海关,一般贸易,水路运输,1,47173,34650,20
2009,10,出口,2.01E+07,柑桔属水果罐头,进出口公司106,澳大利亚,东营,深圳海关,一般贸易,水路运输,1,518448,353800,20
2008,11,出口,2.01E+07,柑桔属水果罐头,进出口公司107,加拿大,天津其他,上海海关,进料加工贸易,水路运输,2,34676,35611,20
2008,12,出口,2.01E+07,柑桔属水果罐头,进出口公司16,刚果（布）,天津港保税区,宁波海关,一般贸易,水路运输,1,72000,36040,20
2007,1,出口,2.01E+07,柑桔属水果罐头,进出口公司17,新加坡,沈阳其他,宁波海关,一般贸易,水路运输,1,63240,36695,20
2010,2,出口,2.01E+07,柑桔属水果罐头,进出口公司18,埃及,东营,宁波海关,一般贸易,水路运输,1,72000,37200,20
2010,3,出口,2.01E+07,柑桔属水果罐头,进出口公司19,美国,瑞安,宁波海关,一般贸易,水路运输,1,52020,37230,20
2006,4,出口,2.01E+07,柑桔属水果罐头,进出口公司20,新加坡,牡丹江,宁波海关,一般贸易,水路运输,1,702000,374801,20
2009,5,出口,2.01E+07,柑桔属水果罐头,进出口公司21,美国,青岛其他,杭州海关,进料加工贸易,水路运输,1,72576,37673,20
2007,6,出口,2.01E+07,柑桔属水果罐头,进出口公司22,印度尼西亚,东营,宁波海关,进料加工贸易,水路运输,1,542760,377164,20
2012,7,出口,2.01E+07,柑桔属水果罐头,进出口公司23,新加坡,天津其他,宁波海关,进料加工贸易,水路运输,1,65893,37840,20
2008,8,出口,2.01E+07,柑桔属水果罐头,进出口公司24,印度,东营,上海海关,一般贸易,水路运输,1,40702,38436,20
2007,9,出口,2.01E+07,柑桔属水果罐头,进出口公司25,澳大利亚,山东其他,长沙海关,一般贸易,水路运输,1,54000,39000,20
2007,10,出口,2.01E+07,柑桔属水果罐头,进出口公司26,新加坡,南京其他,宁波海关,一般贸易,水路运输,1,54300,39000,20
2011,11,出口,2.01E+07,柑桔属水果罐头,进出口公司27,美国,东营,深圳海关,一般贸易,水路运输,1,72576,39553,20
2012,12,出口,2.01E+07,柑桔属水果罐头,进出口公司28,印度,天津其他,宁波海关,一般贸易,水路运输,1,52320,40280,20
2010,1,出口,2.01E+07,柑桔属水果罐头,进出口公司29,澳大利亚,德州,武汉海关,一般贸易,水路运输,1,620603,404475,20
2006,2,出口,2.01E+07,柑桔属水果罐头,进出口公司30,美国,德阳,宁波海关,一般贸易,水路运输,1,50544,40500,20
2012,3,出口,2.01E+07,柑桔属水果罐头,进出口公司31,瑞士,郑州其他,宁波海关,进料加工贸易,水路运输,2,2603,4051,20
2011,4,出口,2.01E+07,柑桔属水果罐头,进出口公司32,意大利,上海浦东新区,宁波海关,进料加工贸易,水路运输,1,534975,406108,20
2006,5,出口,2.01E+07,柑桔属水果罐头,进出口公司33,新加坡,滨海新区(塘沽其他),宁波海关,一般贸易,水路运输,1,52020,40860,20
2010,6,出口,2.01E+07,柑桔属水果罐头,进出口公司34,阿联酋,天津港保税区,宁波海关,一般贸易,水路运输,1,50284,40926,20
2011,7,出口,2.01E+07,柑桔属水果罐头,进出口公司35,马来西亚,张家港其他,宁波海关,进料加工贸易,水路运输,1,71205,41125,20
2008,8,出口,2.01E+07,柑桔属水果罐头,进出口公司36,俄罗斯,朝阳区,长沙海关,一般贸易,水路运输,1,68889,41400,20
2011,9,出口,2.01E+07,柑桔属水果罐头,进出口公司37,美国,南通其他,深圳海关,一般贸易,水路运输,1,635156,421520,20
2009,10,出口,2.01E+07,柑桔属水果罐头,进出口公司38,澳大利亚,绍兴,深圳海关,进料加工贸易,水路运输,1,57508,42240,20
2008,11,出口,2.01E+07,柑桔属水果罐头,进出口公司39,哈萨克斯坦,南通其他,深圳海关,一般贸易,水路运输,1,62544,42901,20
2006,12,出口,2.01E+07,柑桔属水果罐头,进出口公司40,中国香港,深圳特区,上海海关,进料加工贸易,水路运输,2,301392,432768,20
2007,1,出口,2.01E+07,柑桔属水果罐头,进出口公司41,印度尼西亚,江苏其他,宁波海关,进料加工贸易,水路运输,1,5184,4353,20
2010,2,出口,2.01E+07,柑桔属水果罐头,进出口公司42,阿塞拜疆,德州,青岛海关,一般贸易,水路运输,1,68889,44160,20
2006,3,出口,2.01E+07,柑桔属水果罐头,进出口公司43,哈萨克斯坦,西安其他,宁波海关,一般贸易,水路运输,1,65592,44703,20
2008,4,出口,2.01E+07,荔枝罐头,进出口公司44,阿根廷,江苏其他,厦门海关,一般贸易,水路运输,1,18370,14850,20
2012,5,出口,2.01E+07,荔枝罐头,进出口公司45,美国,青岛其他,厦门海关,一般贸易,水路运输,1,18371,15120,20
2009,6,出口,2.01E+07,荔枝罐头,进出口公司46,新加坡,河北其他,深圳海关,一般贸易,水路运输,1,17340,15300,20
2007,7,出口,2.01E+07,荔枝罐头,进出口公司47,美国,张家口,厦门海关,一般贸易,水路运输,1,18370,15660,20
2011,8,出口,2.01E+07,荔枝罐头,进出口公司48,美国,成都其他,南宁海关,一般贸易,水路运输,1,18711,15813,20
2011,9,出口,2.01E+07,荔枝罐头,进出口公司49,美国,牡丹江,厦门海关,一般贸易,水路运输,1,23223,18489,20
2011,10,出口,2.01E+07,荔枝罐头,进出口公司50,泰国,牡丹江,厦门海关,一般贸易,水路运输,1,25365,20877,20
2007,11,出口,2.01E+07,荔枝罐头,进出口公司51,新加坡,盐城,厦门海关,一般贸易,水路运输,1,2993,2288,20
2010,12,出口,2.01E+07,荔枝罐头,进出口公司52,英国,常州其他,深圳海关,一般贸易,水路运输,1,36612,24650,20
2010,1,出口,2.01E+07,荔枝罐头,进出口公司53,挪威,闵行其他,厦门海关,一般贸易,水路运输,1,36612,25056,20
2012,2,出口,2.01E+07,荔枝罐头,进出口公司54,印度尼西亚,陕西其他,厦门海关,一般贸易,水路运输,1,4531,2837,20
2007,3,出口,2.01E+07,荔枝罐头,进出口公司55,美国,西安其他,厦门海关,一般贸易,水路运输,1,4082,2987,20
2010,4,出口,2.01E+07,荔枝罐头,进出口公司56,缅甸,东营,厦门海关,一般贸易,水路运输,1,4082,3090,20
2011,5,出口,2.01E+07,荔枝罐头,进出口公司57,印度尼西亚,河南其他,厦门海关,一般贸易,水路运输,1,4762,3500,20
2012,6,出口,2.01E+07,荔枝罐头,进出口公司58,泰国,上海其他,厦门海关,一般贸易,水路运输,1,53070,38220,20
2010,7,出口,2.01E+07,荔枝罐头,进出口公司59,美国,无锡其他,深圳海关,一般贸易,水路运输,1,7212,4520,20
2007,8,出口,2.01E+07,荔枝罐头,进出口公司60,加拿大,成都其他,厦门海关,一般贸易,水路运输,1,68039,48384,20
